state,county,total_population,life_expectancy,percent_fair_or_poor_health,percent_frequent_physical_distress,percent_adults_with_obesity,percent_frequent_mental_distress,percent_insufficient_sleep,per_capita_income,percent_homeowners,percent_below_poverty,percent_unemployed_CDC,percent_limited_access_to_healthy_foods,percent_severe_housing_cost_burden,percent_no_highschool_diploma,high_school_graduation_rate,percent_vaccinated,percent_fair_or_poor_health_score,percent_frequent_physical_distress_score,percent_adults_with_obesity_score,percent_frequent_mental_distress_score,percent_insufficient_sleep_score,health_score,percent_limited_access_to_healthy_foods_score,percent_severe_housing_cost_burden_score,qol_score,per_capita_income_score,percent_homeowners_score,percent_below_poverty_score,percent_unemployed_CDC_score,wealth_avg_score,high_school_graduation_rate_score,percent_no_highschool_diploma_score,education_avg_score,final_score
Arkansas,Ashley,20989,74.87780405,24.02256347,14.39071945,42.6,15.38754931,33.27037939,20290.0,73.67024637,19.9,10.0,12.00484694,11.83139923,16.1,90.2173913,44.0,51.621849720868596,57.35809455263001,33.33333333333334,44.24649874299871,56.747146560377814,48.66138458204169,83.29044600069838,64.46625544151703,73.87835072110771,19.225662170661824,78.75397100661543,65.25911708253358,66.55518394648831,57.44848355157479,86.84425941366325,70.5179282868526,78.68109385025792,64.66732817624552
Arkansas,Arkansas,18569,74.10407932,23.12340567,14.18521514,30.6,14.75399164,36.1572473,23287.0,63.70736787,19.6,9.1,17.82182264,11.32021671,17.5,82.27848101,41.0,54.35734300769161,58.56842266240085,59.823399558498906,49.030021965891706,44.555690864335645,53.26697561176375,75.19379386864085,66.1280487597823,70.66092131421158,24.461877140261375,67.45069264930464,65.83493282149712,69.56521739130434,56.82818000059187,76.16794111081225,67.72908366533864,71.94851238807544,63.176147328660655
Arkansas,Craighead,102884,76.83253289,22.71733072,13.96898946,38.2,14.71396575,31.3895805,24226.0,57.46323529,18.9,6.3,8.565899244,13.04951411,12.0,92.59259259,49.0,55.592738284996614,59.84189482733166,43.04635761589405,49.33222772141812,64.68989872481626,54.50062343489134,88.07711945970092,60.50630945497687,74.2917144573389,26.102453001607383,60.366478117159836,67.17850287907868,78.92976588628764,58.144299971033384,90.03845157342656,78.68525896414343,84.36185526878499,67.82462328301216
Arkansas,Crawford,61927,76.3761566,20.1086983,13.55417373,35.2,14.41207197,34.10747445,20889.0,76.7140627,18.8,7.1,7.836892252,10.23608328,14.7,90.33760186,44.0,63.52893866350519,62.28497321529392,49.668874172185426,51.611603342388776,53.212032500598866,56.06128437879444,89.09182474995367,69.65243705475365,79.37213090235366,20.272206303724925,82.2073006087498,67.37044145873321,76.2541806020067,61.52603224330366,87.00591966110812,73.30677290836653,80.15634628473732,69.27894845229727
Arkansas,Boone,37301,76.81203571,21.217831,13.17309239,34.4,14.41380048,29.64911616,21719.0,71.54001345,17.5,8.4,10.35640575,8.751743375,15.0,92.59259259,46.0,60.15464212173475,64.52937119366788,51.43487858719645,51.598552647688734,72.04000775410367,59.951490460878304,85.58491232889449,74.47784880037335,80.03138056463392,21.722342581592006,76.33713779313531,69.86564299424182,71.90635451505014,59.95786947100482,90.03845157342656,72.70916334661354,81.37380746002005,70.32863698913427
Arkansas,Cross,17329,72.67955455,23.66743852,14.32121378,38.9,15.10054829,34.31668546,20692.0,67.43352256,19.8,7.5,6.416112615,11.58999193,19.3,92.09486166,40.0,52.70224063413025,57.76745173929663,41.50110375275939,46.41343019876331,52.328519004638736,50.14254906591766,91.06940881947281,65.25104174078342,78.16022528012812,19.92801733174925,71.67816201606136,65.45105566218811,74.91638795986623,57.99340574246624,89.36909852071005,64.14342629482073,76.75626240776539,65.76311062406936
Arkansas,Crittenden,49511,72.88853835,25.87044292,14.91183975,41.3,15.46712775,36.32218693,20133.0,57.96011943,24.6,9.1,4.953202723,14.72606592,18.2,89.08122503,39.0,46.00007584498914,54.288929980547834,36.20309050772629,43.645661070586584,43.85913866508156,44.79937921378628,93.10563401739995,55.05603976347123,74.08083689043559,18.951359284366486,60.93021275928691,56.23800383877159,69.56521739130434,51.42119831843233,85.31633274610004,66.33466135458167,75.82549705034086,61.531727868248765
Arkansas,Jefferson,72385,73.28620647,25.73728349,14.98340992,40.8,15.17735758,38.5844661,19691.0,62.44949401,25.5,9.7,7.101934846,15.78988601,15.7,81.37603796,41.0,46.40518463328212,53.86741381588894,37.30684326710819,45.8335003204794,34.30536719614935,43.5436618465816,90.11481242519207,51.59768771066956,70.85625006793082,18.179118037598716,66.02358517449554,54.510556621880994,67.55852842809364,51.567947065517224,74.95432754168908,71.31474103585657,73.13453428877283,59.77559831720062
Arkansas,Jackson,17495,72.89608256,25.4560386,15.18829358,43.0,15.90543334,36.34114182,18316.0,69.35192781,27.1,7.7,10.40398796,10.01376463,23.4,88.8,49.0,47.26081143043416,52.660741055932135,32.450331125827816,40.33634122841852,43.779090769278014,43.297463121978126,85.51868262089613,70.37516843276666,77.9469255268314,15.776783842336993,73.85466838847938,51.43953934740884,74.24749163879599,53.829620804255306,84.93813878429262,55.976095617529865,70.45711720091124,61.382781663494015
Arkansas,Independence,37030,76.26666367,22.98525,13.94319654,28.6,14.90173839,35.1050094,22035.0,72.12643678,19.2,6.7,7.313660568,9.842402617,15.5,88.03986711,44.0,54.77765177643221,59.99380354452143,64.2384105960265,47.91449603479214,48.99936897482684,55.18474618531982,89.82011125969765,70.93224587001527,80.37617856485646,22.2744426584667,77.00245817561425,66.60268714011517,77.59197324414717,60.86789030458582,83.91590520441096,71.71314741035857,77.81452630738477,68.56083534053671
Arkansas,Howard,13487,74.27766767,26.3945723,15.10852742,44.5,15.97103193,36.30169811,22587.0,68.52433281,19.6,7.4,20.69111869,11.52936115,20.6,97.08737864,45.0,44.40552547750448,53.13052792150427,29.13907284768213,39.84105501610895,43.945664460192916,42.09236914459855,71.20001889365915,65.44814516498735,68.32408202932325,23.238870640855406,72.91572924030864,65.83493282149712,75.25083612040132,59.31009220576562,96.08308047337277,61.55378486055778,78.81843266696528,62.13624401166318
Arkansas,Hot Spring,33440,73.65249667,20.16134344,13.18645974,36.1,13.95310432,32.03729439,20522.0,75.69685707,17.0,6.8,6.710451164,8.576703592,14.1,91.53439153,54.0,63.368777202353584,64.45064350441334,47.68211920529801,55.07692704738258,61.95455528693583,58.506604449276665,90.65971880816545,75.04688222862904,82.85330051839725,19.6310014676078,81.0532407271088,70.8253358925144,77.25752508361208,62.19177579271077,88.61537322485205,74.50199203187253,81.55868262836229,71.27759084718674
Arkansas,Hempstead,22208,76.12194229,26.76711454,15.39389649,29.1,15.73613788,36.67495394,17813.0,68.66139757,26.7,8.3,14.49397638,10.54846771,21.3,81.91489362,41.0,43.27214622352034,51.44983223643487,63.13465783664462,41.614565457698745,42.36937761347866,48.36811587355545,79.82582516906191,68.63691258317334,74.23136887611763,14.897966314906704,73.07123461310405,52.20729366602686,72.24080267558529,53.10432431740573,75.67898550295857,60.15936254980079,67.91917402637968,60.905745773364615
Arkansas,Greene,43745,74.28997351,20.03421994,12.88496789,36.4,13.98865889,34.81151904,21643.0,67.74097992,17.7,8.2,9.464870951,9.130408176,14.7,95.83333333,45.0,63.75552297806442,66.22629512418627,47.01986754966889,54.80848090691518,50.238800369925,56.40979338575195,86.82584017583852,73.24685475901993,80.03634746742922,21.58955901879936,72.02698450978984,69.48176583493282,72.57525083612038,58.9183900499106,94.39662900753095,73.30677290836653,83.85170095794874,69.80405796526011
Arkansas,Izard,13461,75.1680997,20.42463077,13.34213396,34.5,14.26077072,34.40066953,18964.0,79.10477322,22.0,9.6,0.546053961,9.445371143,16.1,97.03703704,38.0,62.56778240063966,63.53379224989396,51.21412803532009,52.75396666193899,51.97384809467724,56.408703488493984,99.23994714855883,72.22294777162602,85.73144746009243,16.908938430358514,84.91965592647361,61.22840690978887,67.89297658862878,57.737494463812446,96.01538063474987,70.5179282868526,83.26665446080123,70.78607496830003
Arkansas,Garland,97119,74.96318856,19.98658798,13.40314936,29.5,14.62285845,34.56161551,24602.0,67.56655136,20.6,9.1,10.71483313,13.53164723,11.6,85.2402746,54.0,63.900432922479325,63.1744389412022,62.25165562913908,50.020111249566526,51.29416137335926,58.12816002314928,85.08601703344658,58.938952266530066,72.01248464998832,26.759382207002584,71.82908843315448,63.91554702495202,69.56521739130434,58.017308764103355,80.15098789671868,79.4820717131474,79.81652980493304,66.9936208105435
Arkansas,Fulton,12186,75.56608008,22.38693055,14.4024117,27.7,15.49930164,32.48421343,19082.0,78.18,23.2,7.3,12.1361199,11.87329557,16.1,97.52066116,38.0,56.597909398454334,57.289232450217355,66.22516556291392,43.40273993290111,60.06718328179352,56.71644612525605,83.10772708518607,64.33005544416233,73.7188912646742,17.115102383115524,83.8704642573143,58.925143953934736,75.58528428093646,58.873998718825256,96.66576272189349,70.5179282868526,83.59184550437304,68.22529540328213
Arkansas,Franklin,17799,73.96412814,21.81170744,14.19175935,34.0,15.18073879,32.6137279,19811.0,72.47058824,21.1,8.8,3.639464771,14.3785669,18.9,97.25274725,48.0,58.3479013974455,58.52988020400062,52.31788079470199,45.807971316061526,59.520234140985224,54.90477357063897,94.93422669830554,56.1857175731501,75.55997213572782,18.388776294639737,77.39291157213563,62.95585412667947,70.56856187290973,57.32652596659114,96.3054696745562,64.94023904382468,80.62285435919044,67.1035315080371
Arkansas,Faulkner,120417,76.73649,20.65199747,12.57957841,35.2,14.2262292,35.05157956,24809.0,62.62614809,16.1,5.8,5.564717066,14.30624602,8.9,93.31329827,48.0,61.87606835278606,68.02490203453425,49.668874172185426,53.0147640145683,49.225007122298166,56.36192313927444,92.25446681911947,56.42082411622016,74.33764546766982,27.121042700398352,66.2240061912925,72.552783109405,80.6020066889632,61.62495967251476,91.00766308499192,84.86055776892428,87.9341104269581,70.06465967660428
Arkansas,Drew,18688,74.67867313,25.46629278,14.98958369,40.8,15.52135449,36.77830222,18373.0,68.25306355,27.7,12.9,10.78822172,11.8683718,18.3,88.12785388,43.0,47.229615303845605,53.831053082752646,37.30684326710819,43.236235248164235,41.932930219222214,44.707335424218584,84.98386740891021,64.34606203235057,74.6649647206304,15.87637151443148,72.60796357242843,50.28790786948176,56.85618729096987,48.907107561827885,84.03423060785369,66.13545816733068,75.08484438759218,60.84106302356726
Arkansas,Desha,12234,72.20035252,31.97991039,17.23642034,37.9,17.03312069,39.95325075,17324.0,59.38172569,32.0,12.8,20.00667873,12.18285214,23.9,86.9955157,38.0,27.413341402771465,40.5981940952293,43.7086092715232,31.822011937941056,28.52488885833111,34.41340911315923,72.15269130406637,63.32372400769009,67.73820765587823,14.043608917464532,62.543081095609146,42.034548944337814,57.19063545150502,43.95296860222913,82.51145199031737,54.9800796812749,68.74576583579613,53.71258780176568
Arkansas,Grant,18046,76.60388344,20.22855459,12.82348682,35.7,13.42231426,32.63070005,24696.0,79.89675516,13.0,8.0,4.425873104,11.8897274,10.0,89.47368421,54.0,63.1643018036809,66.58839102008147,48.56512141280352,59.08452840511006,59.44855950215788,59.370180428766766,93.83962444544548,64.27663752740557,79.05813098642552,26.92361450835139,85.81819065434196,78.5028790786948,73.24414715719061,66.1222078496447,85.84411539806348,82.66932270916334,84.25671905361341,72.2018095796126
Arkansas,Dallas,7738,74.64527566,22.72461188,13.5391319,38.5,14.23232981,36.29400381,17803.0,67.9195516,14.7,7.1,18.30776658,8.280922432,16.6,86.95652174,32.0,55.570586929249885,62.37356283986867,42.384105960264904,52.96870284130728,43.97815805549635,51.45502332523741,74.51740819320105,76.00843145248899,75.26291982284502,14.880494793486616,72.22958111937137,75.23992322456812,76.2541806020067,59.6510449348582,82.45901256051641,69.52191235059763,75.99046245555702,65.58986263462441
California,Santa Barbara,439395,82.09976816,17.13003604,11.12497598,24.6,11.64283853,26.93432059,31098.0,52.17919179,15.9,7.2,3.129454862,20.93140099,19.9,87.43280816,45.0,72.59087486196015,76.5918571975181,73.06843267108171,72.52002746398716,83.50478929149887,75.65519629720919,95.64410981111885,34.883236599303984,65.26367320521142,38.108882521489974,54.371522489362235,72.93666026871401,75.91973244147155,60.33419943025944,83.09952684238837,62.94820717131472,73.02386700685155,68.5692339848829
California,San Mateo,754748,84.7428224,12.26184599,8.384946901,21.2,9.258479501,30.43737093,50262.0,59.87884063,7.7,5.6,1.099805069,17.69026173,11.4,87.74324324,48.0,87.40129100999738,92.72939813718568,80.5739514348786,90.52255087584342,68.71114983429368,83.98766825843975,98.46918063337165,45.41979322067505,71.94448692702335,71.59130617094137,63.10707758943348,88.67562380038387,81.27090301003349,76.16122764269805,83.51700274341042,79.88047808764938,81.6987404155299,78.44803081092277
California,San Luis Obispo,278680,81.49536069,13.15532864,10.151603,25.5,11.7273298,27.38078332,32335.0,60.7556235,14.2,5.5,4.453968351,19.07529154,9.9,91.51391718,48.0,84.68306314057574,82.3245869830169,71.08167770419426,71.88209666255489,81.61934431707704,78.31815376148377,93.8005186534919,40.917226732571805,67.35887269303186,40.27010972115451,64.10182231491936,76.19961612284067,81.60535117056858,65.54422483237079,88.58783913394299,82.86852589641433,85.72818251517866,74.23735845051627
California,San Joaquin,714860,78.49725972,17.34211267,11.06357579,32.7,11.80777512,34.49196191,23477.0,55.61622568,17.8,11.9,4.76940556,18.48501105,22.0,81.72712735,43.0,71.94567754769886,76.95347674653027,55.18763796909492,71.2747138233683,51.588313653596344,65.38996394805774,93.36146140407274,42.83615810405985,68.0988097540663,24.793836047242994,58.270972912468444,69.28982725527831,60.20066889632105,53.1388262778277,75.42647572619688,58.764940239043824,67.09570798262035,63.43082699064302
California,San Francisco,850282,83.79275751,11.4775591,8.836820274,18.4,9.73607184,29.06894322,55567.0,37.61055181,12.5,6.2,0.321952681,16.96332262,12.6,71.39466959,41.0,89.78731437824072,90.06806687168154,86.75496688741721,86.91660598264639,74.49012078821636,85.60341498164044,99.55187386100991,47.78298544364793,73.66742965232892,80.8599482842966,37.842826191260585,79.46257197696735,79.26421404682273,69.35739012483683,61.531293154922004,77.49003984063745,69.51066649777972,74.53472531414648
California,San Benito,58051,82.02363331,17.45997289,10.91053219,32.3,11.36901544,31.18346533,27848.0,63.49492672,10.8,10.8,3.129928639,15.74893666,21.7,90.24676851,47.0,71.58711329947292,77.85483483045817,56.07064017660046,74.5874621617304,65.56033826056108,69.1320777457646,95.64345036061485,51.73080915664019,73.68712975862752,32.43063805996226,67.20966979100147,82.72552783109404,63.87959866220737,61.561358586066284,86.88376615115652,59.36254980079681,73.12315797597667,69.37593101660877
California,San Bernardino,2106754,78.78147107,19.83756058,12.17570892,28.8,12.2146372,37.43813528,21857.0,59.26426305,19.1,11.0,8.004312443,19.72229729,21.2,83.37674419,30.0,64.35381658022291,70.40351198400828,63.79690949227374,68.20280056218951,39.14640663429867,61.180689050598616,88.85879248089853,38.813888315935,63.836340398416766,21.963449577189184,62.40981510059529,66.79462571976967,63.210702341137136,53.59464818467282,77.64489536040881,60.35856573705178,69.0017305487303,61.90335204560462
California,Sacramento,1479300,79.62220315,15.80089097,11.22637565,28.9,11.96944459,35.47531609,28292.0,55.98241886,17.9,10.2,4.422630799,18.37926171,13.2,81.03384938,44.0,76.63451149192534,75.99465867198609,63.57615894039735,70.05406777834799,47.43553656342874,66.7389866892171,93.84413741181234,43.179936577985245,68.51203699489879,33.206373611014044,58.68643350913123,69.09788867562378,65.88628762541808,56.71924585529678,74.49414924690694,76.29482071713147,75.39448498201921,66.84118863035798
California,Riverside,2323892,80.90289532,17.05947574,11.84949199,27.1,12.60895647,37.12447781,24443.0,65.76204603,16.5,11.3,6.848193267,20.22780237,19.5,88.87535646,36.0,72.805539325713,72.3247832228555,67.54966887417221,65.22558873981632,40.47100521949602,63.675317076410614,90.46799548844643,37.1705516770117,63.81927358272907,26.481585016423228,69.78180600948133,71.78502879078695,62.20735785953181,57.56394441905583,85.03947883270575,63.745019920318725,74.39224937651224,64.86269611367695
California,Santa Clara,1885056,84.63082824,12.16632656,8.344713722,19.4,8.713583266,30.39520435,46034.0,56.74961646,9.3,6.6,0.992586698,16.3415065,12.9,85.23923887,47.0,87.69188823278316,92.96635349587933,84.54746136865343,94.63665747988682,68.8892224056583,85.7463165965722,98.61841795133964,49.8044353817358,74.21142666653772,64.20434691452932,59.55684942636446,85.60460652591172,77.92642140468232,71.82305606787196,80.14959503765465,76.89243027888446,78.52101265826956,77.57545299731287
California,Plumas,18754,78.49412047,13.76108882,10.70504226,26.9,12.26734258,29.62863841,31292.0,72.92158568,12.8,11.8,2.336625154,15.71337172,8.1,80.72289157,23.0,82.84016870556698,79.06507824848592,67.99116997792494,67.80486139873267,72.12648679979014,73.96555302610014,96.74764997987643,51.84642652880012,74.29703825433828,38.44783003703962,77.90458594443221,78.88675623800384,60.535117056856194,63.94357231908297,74.0759703738569,86.45418326693229,80.2650768203946,73.11781010497899
California,San Diego,3253356,82.20620368,14.45889521,10.58489796,20.3,10.6885381,32.08728464,32482.0,53.07422832,14.0,7.8,3.074440164,20.51241847,13.6,81.07101111,41.0,80.71724356901453,79.77267422795097,82.56070640176601,79.72524095074323,61.743442781234364,76.90386158614182,95.72068480383479,36.245298729687306,65.98299176676105,40.526941086029765,55.38697671160851,76.5834932821497,73.9130434782609,61.60261363951222,74.54412467724583,75.4980079681275,75.02106632268666,69.87763332877543
California,Santa Cruz,270931,82.82550004,15.2485197,10.82656623,19.0,11.89194349,27.24694691,34732.0,59.39366724,15.1,7.3,3.801765258,21.44977866,13.7,81.68177556,48.0,78.31498170629581,78.34935663222421,85.43046357615894,70.63922099991612,82.18454532865798,78.9837136486506,94.70832054846508,33.19805270775797,63.953186628111524,44.45803340554896,62.55662925477497,74.4721689059501,75.58528428093646,64.26802896180263,75.36548622915547,75.29880478087648,75.33214550501597,70.63426868589518
California,Trinity,13180,77.35861319,16.38460577,12.81846713,33.5,14.16907856,31.00108974,22387.0,66.73567978,20.1,9.9,7.41084342,16.35999271,9.3,74.35897436,36.0,74.85868536127364,66.61795474022603,53.4216335540839,53.446266033387246,66.33052380241526,62.93501269827722,89.68484238693182,49.74433892096869,69.71459065395025,22.889440212453703,70.88643187582332,64.87523992322457,66.8896321070234,56.38518602963125,65.51771699838622,84.06374501992033,74.79073100915328,65.956380097753
California,Sierra,2931,80.87762503,13.77226377,10.82676392,24.7,12.38517704,29.23812372,31873.0,81.38597905,11.3,3.9,27.84752408,17.41293532,11.0,100.0,18.0,82.80617133524382,78.34819232689159,72.84768211920529,66.91518094412311,73.77565908276745,74.93857716164625,61.239013734429825,46.32134825647023,53.780180995450024,39.46292543154658,87.50777385713093,81.76583493282149,86.95652173913041,73.92326399015735,100.0,80.67729083665338,90.33864541832669,73.24516689139507
California,Siskiyou,43668,76.57190941,15.87986618,12.2307969,31.8,13.81081847,31.75636321,23542.0,65.60211871,22.0,11.7,10.26473704,16.05177994,11.4,79.67667437,31.0,76.39424648306877,70.07906851756962,57.17439293598237,56.1512217801162,63.140948340370244,64.58797561142144,85.71250606394557,50.746301824140744,68.22940394404316,24.907400936473547,69.60036216121011,61.22840690978887,60.86956521739128,54.151433806215955,72.66900802850995,79.88047808764938,76.27474305807966,65.81088910494005
California,Solano,429596,80.04976432,15.02133613,10.0222996,30.3,10.88556091,35.35025837,30251.0,60.65728833,12.7,10.0,3.382464959,16.98809956,12.5,81.37485311,38.0,79.0061386207012,83.08612594883692,60.485651214128055,78.23766810346865,47.963664520910584,69.75584968160908,95.29194489811997,47.70243857099854,71.49719173455925,36.62904465720875,63.99025718855318,79.07869481765835,66.55518394648831,61.563295152477146,74.95273414470145,77.68924302788844,76.32098858629494,69.7843312887351
California,Sonoma,497776,81.98975894,14.13989263,9.9087459,22.4,11.50918592,31.37821205,35639.0,60.78673702,11.2,7.0,4.014133044,18.67132791,12.8,80.90568729,43.0,81.6877399780644,83.75490625363187,77.92494481236203,73.52913901611362,64.73790852603628,76.32692771724165,94.41272569368562,42.23046424538063,68.32159496953312,46.04270039835069,64.13712182973687,81.957773512476,76.58862876254179,67.18155612577632,74.32179571005918,77.09163346613545,75.70671458809731,71.8841983501621
California,Stanislaus,530561,78.18290266,18.4161612,12.12359781,30.5,13.219844,34.96281699,22915.0,57.37656502,18.2,13.8,4.856083706,17.91361277,22.4,83.86982249,43.0,68.67811701100871,70.7104230228295,60.0441501103753,60.61323089979419,49.59985798952118,61.92915580670577,93.24081403818917,44.6937056660779,68.96725985213354,23.811936543434204,60.26814727962998,68.52207293666027,53.84615384615384,51.61207765146957,78.30799151425498,57.96812749003982,68.1380595021474,62.66163820311407
California,Sutter,95406,78.76002654,16.61673003,11.21844581,31.8,12.05649292,32.74732503,24335.0,57.35475896,17.5,11.2,10.82253992,14.13729365,20.8,83.18940702,49.0,74.1524974652906,76.04136186890668,57.17439293598237,69.39683051679128,58.95604362645861,67.14422528268591,84.93609988476558,56.97006809187701,70.9530839883213,26.29289258508631,60.2434074450474,69.86564299424182,62.5418060200669,54.735937261110614,77.39296264120495,61.15537848605578,69.27417056363036,65.52685427393705
California,Tehama,63015,76.67423977,18.04513936,12.78545149,27.9,13.89410121,31.0601367,21521.0,64.82830385,21.5,12.6,9.892913873,19.32226893,17.1,87.7631579,39.0,69.806870776571,66.8124020350495,65.78366445916113,55.52241569075716,66.08116414368874,64.8013034210455,86.23004696373633,40.114332735991866,63.1721898498641,21.376406457474314,68.72243870167947,62.18809980806142,57.85953177257525,52.53661918494762,83.54378415814952,68.52589641434264,76.03484028624608,64.13623818552583
California,Tulare,455769,78.50211563,25.7429459,15.30370078,37.1,15.03708127,32.93518971,18257.0,56.80425551,28.3,10.6,7.987467297,19.46050537,31.8,86.14655966,41.0,46.38795797457746,51.98104446840091,45.47461368653423,46.892622509792886,58.16267725346398,49.7797831785539,88.88223925020097,39.66494258013762,64.2735909151693,15.673701865958488,59.618839582254544,49.1362763915547,64.5484949832776,47.244328205761335,81.36976823561054,39.24302788844622,60.30639806202838,55.401025090378226
California,Tuolumne,53864,78.68938567,13.20999481,10.62300577,33.2,11.78395209,31.32355342,29431.0,69.80871271,14.2,11.6,10.21292284,16.86881361,10.2,85.68935428,45.0,84.51675313241995,79.54823633832808,54.08388520971302,71.45458382201366,64.96873594413296,70.91443888932153,85.78462628148418,48.09022294725793,66.93742461437105,35.196379900761755,74.37290886226576,76.19961612284067,61.20401337792643,61.74322956594865,80.75491430876815,82.27091633466134,81.51291532171474,70.27700209783899
California,Ventura,843110,82.47255633,15.1546722,10.24475576,20.7,11.37381227,32.60536764,34331.0,63.25131072,10.6,7.5,3.295901005,18.45153126,16.6,86.08938045,45.0,78.60049244338236,81.7759590543339,81.6777041942605,74.5512448625202,59.55554013439229,75.23218813777785,95.41243332008696,42.94499690261449,69.17871511135073,43.75742539660354,66.9332778365784,83.10940499040308,74.91638795986623,67.1791240458628,81.29287311726733,69.52191235059763,75.40739273393248,71.74935500723097
California,Yolo,209671,81.62086013,15.90090609,11.30434452,23.9,12.21052448,30.3638795,28996.0,51.71133179,19.3,7.9,1.928249501,20.26391263,14.4,86.8616145,50.0,76.3302371038915,75.5354570374895,74.61368653421634,68.2338526550941,69.02150955313647,72.74694857676558,97.31606830789917,37.05316153466333,67.18461492128125,34.43636871898805,53.84071687808721,66.41074856046066,73.57859531772576,57.06660736881542,82.3313804464766,73.90438247011951,78.11788145829806,68.77901308129009
California,Yuba,73897,75.23352312,16.39253722,11.80332734,34.4,12.64914834,33.75177349,21418.0,58.77611826,20.8,12.7,12.01933271,16.14080527,17.8,75.02527806,40.0,74.83455563873798,72.59667228237316,51.43487858719645,64.92212979263559,54.714183839029715,63.700484027994584,83.27028324833293,50.456891109254855,66.86358717879389,21.19644978684744,61.8559955955154,63.53166986564298,57.525083612040106,51.02729971501149,66.41376823561055,67.13147410358567,66.77262116959811,62.09099802284952
California,Placer,370571,82.19829492,10.64040164,8.9374418,20.8,10.50444034,28.85820065,37914.0,71.59056171,8.7,7.0,3.024821566,15.71459806,5.8,90.4753762,48.0,92.3341850296924,89.47545126490508,81.45695364238414,81.11522634898267,75.38010217479979,83.95238369215282,95.78974896156993,51.84243984393083,73.81609440275038,50.01747152142009,76.39448678652691,86.75623800383877,76.58862876254179,72.4392062685819,87.19119983862291,91.03585657370519,89.11352820616405,79.83030314241229
California,Shasta,179228,76.21467645,14.38507462,11.64946284,23.8,13.25487962,29.71087593,25094.0,63.45834575,17.5,8.7,8.777489539,19.36331392,10.0,86.93975904,40.0,80.94182676050141,73.50286509869824,74.83443708609273,60.34870296518875,71.77919169904811,72.28140472190584,87.78260679513289,39.980900375804254,63.88175358546857,27.618981060870784,67.16816723865273,69.86564299424182,70.90301003344482,58.88895033180254,82.43646993006993,82.66932270916334,82.55289631961664,69.4012512396984
California,Orange,3132211,83.1051498,13.90237777,9.249026068,19.4,10.22589266,30.7875609,35939.0,57.36967162,12.5,6.8,0.891139214,20.16874438,15.5,89.18323881,46.0,82.41032760956884,87.6403598348383,84.54746136865343,83.21833291537143,67.23227181231545,81.00975070814948,98.75962276806604,37.3625421487755,68.06108245842077,46.56684604095325,60.26032644561817,79.46257197696735,77.25752508361208,65.88681738678771,85.45352179935449,71.71314741035857,78.58333460485653,73.38524628955362
California,Monterey,430201,82.50297749,21.68177363,12.50450552,27.7,12.32667274,31.98186505,25947.0,51.05988005,16.1,6.9,3.473681125,18.93161593,29.1,84.70609913,43.0,58.74319693398684,68.4670476471918,66.22516556291392,67.35690344381146,62.188637470097035,64.5961902116002,95.16498105934684,41.38429898045632,68.27464001990158,29.109301838004054,53.10161920128883,72.552783109405,76.92307692307693,57.921695267943704,79.43262389725658,44.621513944223125,62.02706892073985,63.20489860504633
California,Napa,140823,81.76857094,14.12167196,9.665194831,23.8,10.96788225,30.98683282,38057.0,63.74612498,8.8,6.6,2.319240102,17.0244279,16.1,86.95136418,41.0,81.74317242881605,85.18931269004878,74.83443708609273,77.61612083117416,66.3907318250753,77.1547549722414,96.77184824467952,47.58433947661695,72.17809386064823,50.26731427772731,67.49466411825861,86.56429942418427,77.92642140468232,70.56317480621313,82.45207662721893,70.5179282868526,76.48500245703576,74.09525652403462
California,Nevada,98639,81.32098764,11.94355137,10.21036392,22.0,11.77381812,27.42460621,33385.0,74.33502836,12.1,8.8,6.772804953,19.05719168,6.7,49.96993385,46.0,88.36963360374668,81.9785115492121,78.80794701986757,71.5310978997851,81.43427702665588,80.42429341985346,90.57292853007496,40.97606721563352,65.77449787285424,42.10461947026347,79.50819237746693,80.23032629558543,70.56856187290973,68.10292500405639,32.71911491393221,89.24302788844619,60.9810714011892,68.82069692448832
California,Alameda,1605217,82.87623703,12.41221904,8.776849953,19.4,9.511526682,33.45597712,39042.0,53.26409133,12.0,7.1,1.002539499,17.42505707,12.7,86.81412894,44.0,86.9438135029412,90.4212651343276,84.54746136865343,88.6119796301333,55.9633536841111,81.29757466403332,98.60456464137366,46.2819418950092,72.44325326819143,51.98825913760571,55.602383780136634,80.4222648752399,76.2541806020067,66.06677209874724,82.26752143625606,77.29083665338644,79.77917904482125,74.89669476894831
California,Alpine,1184,77.46718930478346,16.46323334,12.54337614,23.0,13.61296924,31.14815111,26783.0,83.94648829,18.9,11.8,12.47481688,19.03114187,8.9,88.73248582714568,21.0,74.61947797198758,68.2381171491881,76.60044150110376,57.64503431076798,65.70947281122034,68.56250874885356,82.63629454589619,41.060752036624876,61.848523291260534,30.569921028723183,90.4127725155193,67.17850287907868,60.535117056856194,62.174078370044334,84.84734511450466,84.86055776892428,84.85395144171447,69.35976546296823
California,Amador,36963,80.38102857,13.10249981,10.01636056,29.7,11.26563083,30.16504008,27496.0,76.63591199,11.2,11.6,3.571358572,17.00036403,11.7,88.48314607,46.0,84.84378343885456,83.12110422767222,61.810154525386324,75.36804253545517,69.8612230610388,75.00086155768142,95.02902375948972,47.662568243863575,71.34579600167665,31.815640505975264,82.11863554784883,81.957773512476,61.20401337792643,64.27401573605664,84.51203075578269,79.28286852589642,81.89744964083955,73.12953073406356
