state,county,total_population,life_expectancy,percent_fair_or_poor_health,percent_frequent_physical_distress,percent_adults_with_obesity,percent_frequent_mental_distress,percent_insufficient_sleep,per_capita_income,percent_homeowners,percent_below_poverty,percent_unemployed_CDC,percent_limited_access_to_healthy_foods,percent_severe_housing_cost_burden,percent_no_highschool_diploma,high_school_graduation_rate,percent_vaccinated,percent_fair_or_poor_health_score,percent_frequent_physical_distress_score,percent_adults_with_obesity_score,percent_frequent_mental_distress_score,percent_insufficient_sleep_score,health_score,percent_limited_access_to_healthy_foods_score,percent_severe_housing_cost_burden_score,qof_score,per_capita_income_score,percent_homeowners_score,percent_below_poverty_score,percent_unemployed_CDC_score,wealth_avg_score,high_school_graduation_rate_score,percent_no_highschool_diploma_score,education_avg_score
Florida,Franklin,11705,77.37052739,19.3781184,12.94533169,35.5,13.71328298,34.04195224,21515.0,75.65743542,20.7,9.2,1.010149771,11.67449913,20.4,79.03225807,32.0,16.43789253036288,16.467694861727793,12.251655629139076,14.221909948677165,13.372184404185091,14.550267474818401,24.64849297474869,16.244079731723588,20.44628635323614,5.3414808861555665,20.252128827832795,15.930902111324372,17.3076923076923,14.708051033251257,17.950597791151154,15.48804780876494,16.719322799958046
Florida,Hardee,27302,79.83904299,27.17906985,15.86585628,38.5,15.3407803,36.09141262,17179.0,66.17344313,26.4,11.3,22.05647391,8.063850282,31.1,72.75362319,36.0,10.504715305434353,12.167550248515198,10.596026490066226,11.149904196850315,11.208428891072288,11.125325026387676,17.32489502624737,19.17852677140742,18.251710898827394,3.447567964218324,17.562138058788,13.1957773512476,15.551839464882953,12.439330709784219,15.839706559306078,10.159362549800797,12.999534554553438
Georgia,Oglethorpe,14743,78.74680988,17.14386037,11.15694476,34.7,12.65947215,36.71556464,20987.0,78.82938979,17.9,5.6,1.996236075,13.40109166,20.4,90.90909091,48.0,18.13720433138809,19.10089385950762,12.693156732891833,16.211045593519543,10.549468909471926,15.338353885355804,24.305359438206914,14.840843207849147,19.57310132302803,5.110856803410441,21.15180564264084,17.274472168905945,20.317725752508373,15.9637150918664,21.943615825040347,15.48804780876494,18.715831816902643
Georgia,Montgomery,9005,76.32421578,18.11340412,11.34541337,40.0,12.52644642,35.20468274,19131.0,72.2935176,22.8,5.8,7.441744346,11.41226819,18.0,89.28571429,34.0,17.399797499293037,18.8233949879603,9.768211920529804,16.46214020527654,12.144610280678776,14.91963097874769,22.410457842153782,16.45720009817039,19.433828970162086,4.300178209518484,19.29800448789986,14.923224568138195,20.1505016722408,14.667977234449335,21.397832937735338,16.683266932270918,19.040549935003128
Georgia,Morgan,17943,77.64552488,15.11733119,9.992588961,34.7,11.6277728,34.92686815,26298.0,74.72956731,13.3,6.9,6.9511366,12.17948718,16.6,89.66942149,46.0,19.678523599107542,20.815277067947832,12.693156732891833,18.15844439928594,12.43791814678923,16.756663989204476,22.581177149639238,15.833665772687098,19.207421461163168,7.430638059962262,19.98895309186949,19.481765834932823,19.230769230769234,16.533031554383452,21.526836165277032,17.380478087649408,19.45365712646322
Georgia,Murray,39358,75.47106737,19.12234228,11.90167039,34.3,13.01791808,34.90932699,17856.0,69.19252894,18.8,8.9,6.810236729,8.56529464,31.2,92.65658747,48.0,16.632428422502628,18.00436896903723,12.913907284768218,15.53445587189782,12.45643754927525,15.108319619496228,22.63020680438487,18.770992842231692,20.70059982330828,3.7432734642532672,18.418456021890663,16.842610364683303,17.558528428093645,14.14071706973022,22.531128116594942,10.10956175298805,16.320344934791496
Georgia,Muscogee,200303,73.96955373,20.73460642,12.12857961,38.5,13.18211534,40.90638666,23747.0,48.01711371,20.9,10.1,11.82370708,18.29999575,13.4,89.46890604,40.0,15.406187118819474,17.670270614442884,10.596026490066226,15.224522994617132,6.1249314367106535,13.004387730931274,20.885643671413916,10.859405186658478,15.872524429036197,6.316391781396324,12.412370213549023,15.83493282149712,16.555183946488306,12.779719690732692,21.459422417966643,18.974103585657367,20.216763001812005
Georgia,Newton,103901,76.74526221,18.30180246,11.09495607,38.6,12.46897888,41.05265401,22478.0,67.6978103,17.0,10.6,11.10055283,15.56633027,15.6,86.9809993,45.0,17.256507190762484,19.192165246948193,10.540838852097128,16.57061387909087,5.970506990139562,13.90612643180765,21.13728338516023,13.081110180129471,17.10919678264485,5.76210776434412,17.994501718579098,17.7063339731286,16.1371237458194,14.400016800467805,20.622982551102737,17.878486055776897,19.250734303439817
Georgia,Oconee,35071,81.43534136,12.54218117,8.59942591,24.2,10.34214354,33.1738958,37054.0,82.69304208,7.1,4.2,6.374334338,8.221307017,6.6,94.51327434,53.0,21.637107952230046,22.866553270037414,18.4878587196468,20.585152224179268,14.288650965857826,19.57306462639027,22.781890007370357,19.050558511587596,20.916224259478977,12.12873016982319,22.247672096039103,22.45681381957774,21.48829431438127,19.580377599955327,23.155350437062935,22.360557768924302,22.75795410299362
Georgia,Paulding,149830,78.92558192,15.33957578,9.880842269,34.0,11.31532169,36.21416439,25655.0,76.3767203,10.7,6.8,7.436337896,11.66537116,10.4,86.34520054,46.0,19.50949081532429,20.97981152771355,13.079470198675498,18.748215943170663,11.078831450851538,16.67916398714711,22.412339152441852,16.251498216786075,19.331918684613964,7.149783353134391,20.456143089796466,20.729366602687136,19.31438127090302,16.912418579130254,20.409225571543836,20.46812749003984,20.438676530791838
Georgia,Putnam,21259,78.85471439,18.59580594,11.20162349,34.3,12.55556852,34.89126264,25164.0,77.90993072,17.8,8.0,1.321325027,14.54871488,15.9,92.59259259,44.0,17.03289667827997,19.035109445025185,12.913907284768218,16.407170370545714,12.475509319232216,15.57291861957026,24.540211716158602,13.908146703045915,19.22417920960226,6.935320427702844,20.891015003510695,17.322456813819578,18.311036789297653,15.864957258582693,22.50961289335664,17.729083665338642,20.11934827934764
Georgia,Pickens,29992,77.37533765,13.3521902,9.598587699,29.3,11.25098757,29.57886518,28637.0,75.89730597,10.3,7.2,1.686091679,10.63626907,16.8,95.66787004,48.0,21.021038597153826,21.395399697351294,15.673289183222959,18.86965072788584,18.08417070351399,19.00870978182558,24.413281983126566,17.087870212142462,20.750576097634514,8.452285275001746,20.32016447627444,20.921305182341648,18.979933110367888,17.16842201099643,23.543528119956967,17.280876494023907,20.412202306990437
Georgia,Pierce,19030,75.62760953,18.16523767,11.82075224,36.2,13.15493053,35.25757543,23470.0,76.18778281,19.9,8.3,5.233948368,9.601634321,18.0,90.84249084,40.0,17.36037440580011,18.123511861387797,11.865342163355411,15.27583607000966,12.088767849808832,14.942766470072362,23.178715994427904,17.928738710899623,20.553727352663763,6.195401495562234,20.40255383239456,16.314779270633395,18.06020066889632,15.243233816871628,21.921224731038187,16.683266932270918,19.302245831654552
Georgia,Pike,17843,76.6178003,14.06856395,9.555640911,34.3,11.27364882,34.21377694,23783.0,82.82017688,12.1,10.0,0.007086627,11.08408617,12.1,87.98701299,39.0,20.476185517977605,21.45863402165911,12.913907284768218,18.826876162614326,13.190777315010749,17.373276060406003,24.99753402985641,16.723920235632633,20.860727132744522,6.332116150674401,22.28373195648258,20.057581573896357,16.63879598662208,16.328056416918855,20.961206626546527,19.62151394422311,20.29136028538482
Georgia,Polk,41263,73.85063386,19.57340406,11.95851873,37.8,13.14790338,36.3013778,21582.0,65.01898608,20.1,8.7,5.155191216,13.94698188,24.3,80.48780488,45.0,16.289363926167155,17.92066616993803,10.982339955849891,15.289100267101503,10.986754288225512,14.29364492145642,23.206121526767305,14.397187231456257,18.80165437911178,5.370745684534209,17.234693801897038,16.218809980806142,17.725752508361204,14.13750049389965,18.439955917159764,13.545816733067731,15.992886325113748
Georgia,Pulaski,11460,78.71801165,20.88762413,12.66144259,41.9,14.00425105,37.64453334,17587.0,62.90280325,23.8,5.9,4.515322174,17.25371492,19.5,90.47619048,42.0,15.289806290429276,16.885689693305224,8.719646799116997,13.672689022993609,9.568693108314818,12.827304982831985,23.428780057176283,11.709738690004315,17.5692593735903,3.625777482703194,16.634470593753637,14.44337811900192,20.066889632107014,13.692628956891442,21.79807372243141,15.936254980079681,18.867164351255546
Georgia,Monroe,27044,77.1629426,15.47047353,10.32788892,35.9,11.81338606,34.95457094,29053.0,79.19004386,13.2,9.0,4.572336059,12.79833589,15.8,84.82142857,45.0,19.409933786406448,20.321585517655407,12.030905077262691,17.80808744611116,12.408670416422694,16.395836448771682,23.408940641586923,15.33071496203776,19.36982780181234,8.633989097770634,21.254099707150086,19.52975047984645,17.474916387959873,16.723188918181762,19.896929992603546,17.778884462151396,18.83790722737747
Georgia,Quitman,2095,76.7136241,23.06716999,13.31922334,29.0,14.02578911,38.32046152,18499.0,68.7366167,25.7,18.5,20.14647351,21.68815944,23.1,95.65217391,41.0,13.632106977707721,15.917181378575549,15.838852097130246,13.63203455100762,8.855069492939876,13.575048899472202,17.989527715485295,8.105776315883062,13.047652015684179,4.024128171081137,18.2891434202358,13.53166986564299,9.531772575250834,11.344178508052691,23.53825104558903,14.14342629482072,18.840838670204874
Georgia,Peach,26907,73.19073758,20.40412568,11.89372963,37.4,12.88337072,37.15292371,20746.0,63.21884589,21.0,10.4,8.224182249,12.48966942,14.9,81.29770992,40.0,15.657541176387106,18.01606084674158,11.20309050772627,15.78842265803857,10.087719022449264,14.150566842268557,22.138188889941745,15.58157441895861,18.859881654450177,5.005590886854427,16.724111301825587,15.786948176583493,16.304347826086946,13.455249547837614,18.712247821409356,18.22709163346613,18.469669727437743
Georgia,Mitchell,22778,73.72682262,23.34823335,13.3586876,34.5,13.92997884,39.2384572,15027.0,63.07516796,29.9,16.6,8.097866011,14.65019471,23.4,93.30708661,39.0,13.41833834486821,15.859074685814107,12.803532008830022,13.812882591067108,7.885878659588059,12.755941258033502,22.18214380270321,13.825672001332393,18.0039079020178,2.5076001118177373,16.683359233118935,11.51631477927063,11.12040133779265,10.456918865499988,22.749827397122104,13.994023904382466,18.371925650752285
Georgia,McDuffie,21558,74.18009143,21.08175049,12.70787854,24.1,13.86394532,38.91418057,19497.0,60.84166358,26.1,8.6,4.448396561,14.36848204,20.1,76.54723127,48.0,15.1421594161611,16.817317969630793,18.543046357615896,13.937525102462075,8.228239679485469,14.533657705071068,23.45206850787352,14.054625562125423,18.75334703499947,4.460042630512265,16.04985954426363,13.339731285988485,17.80936454849499,12.914749502314843,17.115126166621835,15.637450199203187,16.37628818291251
Georgia,Meriwether,21195,74.23921585,21.74221196,12.43171646,33.3,13.70788327,37.99997417,19626.0,67.10833027,23.7,11.2,2.257199226,14.93176345,22.9,83.85416667,39.0,14.639831594117453,17.223935631660325,13.465783664459163,14.232102248212414,9.193429910741855,13.751016609838242,24.214550744742176,13.596835415349176,18.905693080045676,4.516388287092039,17.82730463630097,14.491362763915546,15.635451505016725,13.11762679808132,19.571734356508877,14.243027888446214,16.907381122477545
Georgia,Johnson,9694,75.60430762,20.06021324,11.87242391,41.6,12.55731792,38.65213829,16693.0,68.22374293,25.2,9.3,3.102341182,10.00342583,25.7,93.25842697,37.0,15.919110995076025,18.04743112775286,8.885209713024285,16.403868265653614,8.504895639050133,13.552103148111382,23.92046233983708,17.602194659182103,20.76132849950959,3.235288978964288,18.14367454333257,13.771593090211127,17.224080267558527,13.093659220016628,22.733467916218395,12.848605577689241,17.791036746953818
Georgia,Jones,28701,78.28489105,16.79045782,10.67044757,34.7,12.07088521,36.69099139,26602.0,80.11417697,13.7,8.0,3.555367931,11.68922306,12.5,87.76595745,45.0,18.40599205226176,19.817206359694993,12.693156732891833,17.32204125717456,10.575412570389432,15.762761794482515,23.762820285686423,16.232113297262657,19.99746679147454,7.56342162275491,21.516216066933488,19.28982725527831,18.311036789297653,16.670125433566092,20.88688725457235,19.42231075697211,20.15459900577223
Georgia,Lamar,18195,74.3196404,18.78421701,11.74234541,32.2,13.09917045,37.5198412,19143.0,69.47236181,22.2,13.0,2.977537544,13.60218729,16.0,86.97916667,44.0,16.889596687680957,18.238957116948413,14.072847682119207,15.381086803376348,9.700339129872376,14.85656548399946,23.963890905375926,14.677408739145903,19.320649822260915,4.30541966594451,18.49782637713325,15.211132437619959,14.130434782608695,13.036203315826603,20.62236641675632,17.679282868525895,19.15082464264111
Georgia,Lanier,10382,76.29920798,21.13483481,12.8540827,37.6,13.85514715,39.36405588,17403.0,63.96348013,28.2,13.9,2.454117493,18.43610935,21.8,79.36507937,27.0,15.10178502331383,16.602048756282628,11.09271523178808,13.95413221358504,7.753275541742127,12.900791353342342,24.146028079848342,10.748782922518345,17.447405501183344,3.5454084841708013,16.93531552581328,12.332053742802302,13.377926421404673,11.547676043547764,18.06249306414739,14.790836653386457,16.426664858766923
Georgia,Laurens,47802,74.56684179,23.56568588,13.62281384,41.8,14.59631319,36.21847989,19826.0,62.68986789,27.7,5.9,5.492239741,12.79684217,17.1,85.46325879,43.0,13.252950262815844,15.470178447092806,8.774834437086096,12.555133696070584,11.0742752823069,12.225474425074447,23.08883701333243,15.33192893836629,19.21038297584936,4.603745894192467,16.574074703996622,12.57197696737044,20.066889632107014,13.454171799416637,20.112714762641204,17.13147410358566,18.622094433113432
Georgia,Lee,29134,76.69556229,15.06022591,9.783587752,44.0,11.20501003,34.76916393,28175.0,72.36816689,11.9,6.9,3.744743151,10.45220151,11.5,87.5,43.0,19.721956217409407,21.123007886621153,7.560706401766005,18.95643628851269,12.6044172793395,15.99330481472975,23.696922413757378,17.237465625399835,20.467194019578606,8.250489202599763,19.319177628374412,20.153550863723602,19.230769230769234,16.73849673136675,20.79747175901022,19.920318725099598,20.35889524205491
Georgia,Liberty,63949,75.99045952,21.67964565,12.04492399,37.6,12.68596277,40.8705779,20065.0,44.4731405,16.9,13.0,21.60669919,15.87258861,10.3,84.97854077,32.0,14.687417713313181,17.793444124071854,11.09271523178808,16.161042846350995,6.16273719408165,13.179471421921154,17.48140545509588,12.832207858960999,15.15680665702844,4.7081382346774765,11.407175889351398,17.75431861804222,14.130434782608695,12.000016881169946,19.949751469203868,20.517928286852587,20.233839878028228
Georgia,Miller,5911,71.52143619,20.18645683,12.44152242,23.7,13.63034428,36.1424578,21093.0,67.08695652,25.1,7.9,1.467223424,8.774509804,21.0,83.33333333,37.0,15.823093785152075,17.209497456335342,18.763796909492275,14.378462073413715,11.154537002885192,15.465877445455721,24.489442698542895,18.600959464713725,21.54520108162831,5.157156335173666,17.821242295839085,13.81957773512476,18.39464882943144,13.798156298892238,19.39662901089295,15.189243027888445,17.292936019390698
Georgia,Lincoln,7712,77.16492652,18.76043036,11.83573135,24.2,13.05680114,36.01950166,23582.0,72.34228972,25.4,9.1,2.798391487,16.21100032,16.6,84.61538462,44.0,16.90768812318621,18.10145680340345,18.4878587196468,15.461061598063537,11.284350210494537,16.048483090958907,24.026229282703113,12.557173846402861,18.291701564552987,6.244321755538473,19.311837961038073,13.675623800383875,17.391304347826086,14.155771966196626,19.82765755110274,17.380478087649408,18.604067819376073
Georgia,Lowndes,113898,75.80299891,21.17043764,12.68469937,38.4,13.71589209,37.38635109,20428.0,52.28305989,25.0,11.0,11.07204312,16.500419,15.6,90.33649698,37.0,15.074706544303552,16.851446695461576,10.651214128035324,14.216985085927092,9.841273770169508,13.32712524477941,21.14720405597616,12.321957456078536,16.73458075602735,4.866692291564749,13.62234123572516,13.867562380038386,15.802675585284284,12.039817873153146,21.751108452124797,17.878486055776897,19.814797253950847
Georgia,Lumpkin,31094,77.85087649,17.20884679,11.70375217,34.7,13.22693754,32.94357625,21814.0,67.91999313,21.6,6.8,0.563499185,15.33321128,15.8,90.0,41.0,18.087777546777907,18.295781330536855,12.693156732891833,15.13991821246637,14.531815069420603,15.749689778418713,24.80391628257778,13.270570678476872,19.037243480527327,5.472080508770703,18.057520513139952,15.49904030710173,19.31438127090302,14.585755649978852,21.637977407208176,17.778884462151396,19.708430934679786
Georgia,Rabun,16312,78.54621638,17.79575652,11.96183467,32.1,13.19949484,33.06127414,24374.0,74.81334755,21.8,6.8,0.136028922,14.16072586,14.4,94.44444444,42.0,17.641391043100214,17.915783820521213,14.128035320088305,15.191718071802342,14.407553356018155,15.856896322306046,24.952665314497843,14.223473193961667,19.588069254229755,6.59025787965616,20.01271608801469,15.40307101727447,19.31438127090302,15.330106563962085,23.132209669176973,18.47609561752988,20.804152643353426
Georgia,McIntosh,13941,81.27074546,18.91972266,11.54180378,30.3,12.86470098,35.26577354,23826.0,77.75567711,20.1,9.9,3.460157313,15.39138083,17.6,77.19298246,40.0,16.786535023782356,18.534232155180305,15.121412803532014,15.823662991746232,12.080112544303674,15.669191103708917,23.79595121544191,13.223295113617723,18.509623164529817,6.350898036200992,20.84726330335069,16.218809980806142,16.72240802675585,15.034844836778419,17.332229175632058,16.882470119521912,17.107349647576985
Georgia,Macon,13846,73.38152918,25.80984437,14.11379924,31.8,14.29559078,42.52815158,14039.0,64.99037021,32.6,16.9,8.978144077,17.57166162,27.8,86.86131387,37.0,11.546108459307632,14.747257561507624,14.293598233995592,13.122766565182303,4.412723276520246,11.62449081930268,21.87582890440123,11.451337003252334,16.663582953826783,2.076053532741631,17.226577343785895,10.22072936660269,10.869565217391305,10.098231365130381,20.582744039133942,11.802788844621517,16.19276644187773
Georgia,Madison,28362,76.45687586,17.9537889,11.57257587,33.5,13.24263112,35.80678473,21883.0,75.88685586,16.1,8.0,1.305859653,10.75949367,17.2,90.41916168,48.0,17.521196202275085,18.488923706998136,13.355408388520974,15.110295571965338,11.508930024045227,15.196950778760954,24.545593282105756,16.987723097895525,20.76665819000064,5.50221888322035,20.317200460849715,18.13819577735125,18.311036789297653,15.567162977679741,21.77890051102743,17.081673306772906,19.430286908900168
Georgia,Marion,8646,76.74981268,20.89244652,12.38998214,33.4,13.47209854,37.7431785,17522.0,73.76163314,25.2,14.5,0.028811417,8.723747981,21.6,92.79279279,41.0,15.286138520580806,17.285384732944593,13.410596026490065,14.67716107433256,9.464546665243844,14.024765403918375,24.98997434264335,18.642214620643344,21.816094481643347,3.597386260395555,19.71441322482548,13.771593090211127,12.876254180602011,12.489911689008544,22.576920652904782,14.890438247011957,18.73367944995837
Georgia,Long,17243,80.72829736,20.36380412,12.09931748,34.3,13.05937344,38.13887857,19176.0,69.59471523,16.2,16.3,4.529512931,9.511278196,12.7,92.37288136,37.0,15.68820858445892,17.71335581602672,12.913907284768218,15.45620621655334,9.046779034136165,14.163691387188672,23.423842026279942,18.0021729535207,20.71300748990032,4.31983367111608,18.532530071558238,18.090211132437616,11.371237458193981,13.078453083326478,22.43574548144163,19.32270916334661,20.87922732239412
Georgia,Randolph,7224,76.38293148,28.3124645,15.61006998,36.1,16.04897408,40.84839805,26198.0,57.41590214,28.7,9.7,15.64518377,17.69436997,29.3,83.13253012,25.0,9.642688235103613,12.544166861792391,11.920529801324502,9.813142938424448,6.186153978902595,10.021336363109508,19.55586471988346,11.351609455778032,15.453737087830746,7.386959256412049,15.078194198197687,12.092130518234164,16.88963210702341,12.861729019966829,19.329118518020437,11.05577689243028,15.192447705225359
Georgia,Stewart,5791,73.82017554,33.02599085,16.85642769,31.6,15.52903976,41.50909527,13883.0,70.70098576,41.4,13.9,5.710758725,18.37237978,37.9,96.15384615,44.0,6.057716918698297,10.709045044587455,14.403973509933781,10.794552371167555,5.4886107298482685,9.490779714847072,23.012797835547197,10.800577227614056,16.906687531580626,2.007914599203299,18.84630695188152,5.998080614203456,13.377926421404673,10.057557146673236,23.706914386094674,6.772908366533866,15.23991137631427
Georgia,Rockdale,87569,77.52524885,20.67330191,11.6756099,42.2,12.75419245,38.27273827,23003.0,68.10065201,17.2,10.3,14.70887582,14.77599946,12.9,82.69817073,43.0,15.452813549563054,18.33721766398135,8.554083885209714,16.03225494186134,8.905454192394842,13.45636484660206,19.881676625872252,13.723427947214475,16.802552286543364,5.991421482982738,18.10876166820272,17.61036468330134,16.387959866220733,14.524626925176884,19.183085909763314,19.223107569721115,19.203096739742215
Georgia,Union,22033,79.20269957,14.15736893,10.13101307,27.0,11.83059232,32.05827939,23603.0,77.93825799,13.1,9.1,0.533073473,10.4653938,11.3,97.44897959,46.0,20.408643028042455,20.611463106342015,16.942604856512144,17.77560952492638,15.46648352178974,18.240960807522548,24.814503674490652,17.226743985615173,21.020623830052912,6.253494304284017,20.899049604602954,19.577735124760075,17.391304347826086,16.030395845368282,24.142341174690692,20.0199203187251,22.081130746707895
Georgia,Upson,26394,73.49033341,19.90970066,12.44080374,26.6,13.74844487,37.41094726,19511.0,65.80752646,22.9,12.5,14.32050855,14.21595225,20.9,87.08708709,41.0,16.033586494307755,17.210555631959394,17.16335540838853,14.1555396222885,9.815305911040198,14.875668613596876,20.016818787660327,14.178589594511749,17.097704191086038,4.466157663009295,17.458351337495802,14.875239923224562,14.5484949832776,12.837060976751815,20.658649505782677,15.239043824701191,17.948846665241934
Georgia,Walker,68143,74.7368619,17.77553397,11.35580399,36.6,12.53501221,33.25967059,21588.0,71.93200825,18.4,7.0,12.02410458,12.42266563,20.3,89.65517241,45.0,17.656771727605047,18.808095966416758,11.644591611479033,16.445971726333084,14.198092652772203,15.750704736921225,20.815910319870355,15.636029748593344,18.22597003423185,5.373366412747221,19.19546783617264,17.034548944337807,19.147157190635447,15.18763509597328,21.52204559238838,15.537848605577693,18.529947098983037
Georgia,Walton,87436,76.48040912,16.86508269,10.30730123,28.4,11.85510648,37.12281798,24141.0,73.30485337,13.2,7.8,5.781414431,13.43775763,13.3,88.51717902,46.0,18.349234542368876,20.351898580094613,16.169977924944813,17.729337472987623,10.119503700942929,16.54399044426777,22.98821140515232,14.811044035552683,18.899627720352502,6.488486267384164,19.584854561425683,19.52975047984645,18.478260869565226,16.02033804455538,21.139449643625603,19.02390438247012,20.081677013047862
Georgia,Ware,35671,74.03186067,21.90087161,12.55976177,36.3,13.74455303,38.59342455,18396.0,65.00971153,28.1,5.7,17.45048339,13.25411335,18.3,89.65517241,41.0,14.51915966993888,17.035403286502557,11.81015452538632,14.16288572032397,8.566883750584381,13.218897390547221,18.927665301013803,14.960295440628911,16.943980370821357,3.979139003424419,17.232063216261352,12.380038387715935,20.234113712374587,13.456338579944072,21.52204559238838,16.53386454183267,19.027955067110526
Georgia,Warren,5504,73.64955633,24.27396856,13.56963771,57.7,14.31623688,39.90102921,18381.0,67.66723842,26.4,12.5,1.298612266,17.90843806,26.3,87.87878788,44.0,12.71425101661206,15.548474329193553,0.0,13.083795725001266,7.186356066488834,9.706575427459143,24.548115192735594,11.177632007558643,17.86287360014712,3.9725871828918864,17.985830467857074,13.1957773512476,14.5484949832776,12.425672496318539,20.92482110005379,12.549800796812754,16.737310948433272
Georgia,Washington,20680,75.95327728,23.18413658,13.24358481,36.4,13.68602981,40.01528516,18662.0,66.68025547,26.4,10.7,12.97911942,17.27031802,21.4,95.19230769,39.0,13.543145584688723,16.028550623143644,11.754966887417222,14.273352057961574,7.065728244584591,12.533148679559151,20.483588880895084,11.696245016236617,16.08991694856585,4.095324620867985,17.705887702877813,13.1957773512476,16.053511705685615,12.762625345169754,23.38364298345885,14.99003984063745,19.18684141204815
Georgia,Twiggs,8363,71.84787855,22.8433286,13.41752499,36.1,14.25918886,39.96256466,18255.0,79.34675025,30.3,7.7,0.118047488,13.55869242,30.8,95.65217391,43.0,13.802354241218673,15.77244323387211,11.920529801324502,13.191477527863071,7.121388882693175,12.361638737394305,24.95892240681875,14.71275789601107,19.83584015141491,3.9175518904186175,21.29854710120742,11.324376199616125,18.561872909698998,13.775587025235291,23.53825104558903,10.308764940239044,16.923507992914036
Georgia,Wayne,30006,73.32368808,20.22426892,12.33073119,40.9,13.1356047,35.78308733,18663.0,63.88486429,20.6,12.8,15.21229632,10.1632824,17.9,90.83094556,43.0,15.794335007116736,17.372625105562108,9.27152317880795,15.31231481574352,11.533948990206682,13.856949419487398,19.70649879830085,17.47227600512346,18.589387401712155,4.0957614089034875,16.91301733350837,15.978886756238005,14.297658862876254,12.821331090381529,21.917343181818183,16.733067729083665,19.325205455450924
Georgia,Wheeler,7932,79.59211886,25.28921333,14.42602512,32.0,14.34798697,39.12861,9688.0,61.43520909,27.4,7.5,2.517025679,9.494451295,23.4,84.12698413,39.0,11.942085315325485,14.287540002345565,14.183222958057396,13.023865390307378,8.001851862544044,12.287713105715975,24.12413759394255,18.015848514868594,21.069993054405572,0.17558879027185714,16.218209738368223,12.715930902111317,18.729096989966557,11.959706605179488,19.663456202931684,13.994023904382466,16.828740053657075
Georgia,White,28140,79.35839577,15.33857072,10.51179366,28.8,12.19679419,32.78417057,22055.0,75.18985157,19.3,4.8,8.64803266602048,11.35891648,15.4,88.28451883,46.0,19.510255234785156,20.05080643236262,15.949227373068435,17.084379968265864,14.700110549678442,17.458955911632103,21.99069947449506,16.500560107426978,19.24562979096102,5.577346425326717,20.119505750778984,16.602687140115165,20.986622073578594,15.821540347449865,21.061228762103276,17.97808764940239,19.519658205752833
Georgia,Whitfield,103653,78.22882923,22.81717774,12.64052996,34.5,13.03104249,38.02054726,21158.0,63.09408207,19.6,9.6,10.71833166,10.43667747,31.1,80.0,49.0,13.822243826221062,16.916481193418107,12.803532008830022,15.50968270483088,9.171709492360677,13.64472984513215,21.2702868568353,17.250082325372517,19.260184591103908,5.185547557481306,16.68872393394839,16.45873320537428,16.973244147157196,13.826562210990293,18.27595481441635,10.159362549800797,14.217658682108574
Georgia,Wilcox,8884,75.83706559,21.85821341,12.34569664,40.5,12.81400583,38.19319774,14536.0,75.97851113,20.9,7.9,0.436375241,9.217758985,22.6,93.68421053,35.0,14.55160425856613,17.350590160394333,9.492273730684328,15.919353344336002,8.989430570754209,13.260650412947001,24.848152256961477,18.240721927976196,21.544437092468836,2.2931371863861907,20.343197089979654,15.83493282149712,18.39464882943144,14.2164789818236,22.876617311054332,14.392430278884468,18.6345237949694
Georgia,Wilkes,9924,75.54952066,23.98241097,13.53896112,30.0,14.37338719,38.45421393,19129.0,65.68703274,26.7,8.6,11.46729927,16.54072208,22.1,80.46875,38.0,12.936001256160473,15.59364216434615,15.286975717439294,12.975920843192739,8.713857924590542,13.10127958114584,21.00966473508789,12.289202331231209,16.64943353315955,4.299304633447481,17.424175118808908,13.051823416506714,17.80936454849499,13.146166929314523,18.433549623453466,14.64143426294821,16.537491943200838
Georgia,Wilkinson,9312,74.60737235,20.872013,12.38886016,35.4,13.40259144,37.70090528,19173.0,75.31665122,20.8,7.4,10.8446223,10.44723969,17.3,91.81818182,38.0,15.301679662743553,17.28703672254592,12.306843267108167,14.808360191141446,9.509177395227525,13.842619447753322,21.226340851541906,17.241498196448248,19.233919523995077,4.318523307009575,20.155470551001116,15.882917466410746,18.81270903010033,14.79240508863044,22.24925424287251,17.03187250996016,19.640563376416335
Georgia,Worth,20988,75.36965378,19.90645552,12.10411702,51.0,13.29327472,36.41939798,20068.0,66.42199552,18.4,8.2,4.13921444,11.52752649,22.6,76.8907563,40.0,16.036054653591023,17.70628903215247,3.6975717439293625,15.014702523312451,10.862152311224335,12.663354052841928,23.559656204998873,16.363527356380132,19.961591780689503,4.709448598783982,17.632636179650984,17.034548944337807,18.143812709030094,14.380111607950717,17.23062005782679,14.392430278884468,15.81152516835563
Georgia,Webster,2672,78.48197295,20.20158405,11.86889712,25.8,12.84170119,37.95072414,20834.0,79.10990009,22.4,5.2,1.157424678,9.801980198,22.1,85.71428571,47.0,15.811588460736736,18.052623930125534,17.604856512141286,15.867076573017641,9.245426536279695,15.31631440246018,24.59724496584949,17.765913581560028,21.18157927370476,5.044028233978614,21.23136814064262,15.1151631477927,20.652173913043477,15.510683358864354,20.1971105802851,14.64143426294821,17.419272421616654
